channel_identifier,genre,subscriber_count,total_views,video_count,channel_age_days,collected_video_count,avg_upload_interval_days,std_upload_interval_days,max_gap_days,hiatus_count_30d,avg_view_count,std_view_count,avg_like_count,avg_comment_count,avg_normal_view,regularity_score,cv,outlier_ratio,gap_ratio,sensitive_score,n_sensitive_videos,sensitive_video_ratio,cat_politics,cat_hate,cat_aggro,cat_adult_illegal,is_churned
CH04556,미용+패션,190000,34840000,432,3980,50,3.43,4.3,20.0,0,23740.76,22645.95,190.3,22.42,12120.95,0.6101,1.256,0.102,5.83,0.0,0,0.0,0,0,0,0,0
CH04557,게임,190000,113260000,2476,3252,50,0.29,0.57,2.0,0,87837.46,60916.11,814.6,213.93,87837.46,0.7998,0.571,0.0612,2.0,0.0,0,0.0,0,0,0,0,0
CH04558,가수+댄스+음악,190000,23500000,350,3877,50,6.45,9.19,41.0,3,12396.28,11971.97,237.52,23.96,12698.1,0.5796,1.425,0.102,6.36,0.0,0,0.0,0,0,0,0,0
CH04560,어린이+키즈,190000,237790000,933,3496,50,1.12,1.06,6.0,0,78828.08,35281.12,2405.16,103.44,60526.17,0.6838,0.946,0.0204,5.35,0.0,0,0.0,0,0,0,0,0
CH04561,(미분류),190000,32170000,516,2272,50,5.67,5.13,31.0,1,28139.8,93280.3,390.76,59.62,30098.52,0.6737,0.905,0.0612,5.46,0.0,0,0.0,0,0,0,0,0
CH04562,(미분류),190000,22290000,213,1104,50,8.71,20.47,146.0,1,147085.04,412178.96,2738.8,68.92,149490.47,0.4432,2.349,0.0204,16.75,0.02,1,0.02,0,0,1,0,0
CH04563,(미분류),190000,110900000,342,1139,50,2.86,0.67,4.0,0,139839.44,121031.33,1108.0,106.52,144712.12,0.8805,0.235,0.0816,1.4,0.0267,2,0.04,0,0,2,0,0
CH04564,(미분류),190000,95870000,398,1481,50,0.24,0.43,1.0,0,235649.32,285678.93,3539.92,274.6,108022.27,0.7762,0.43,0.2449,1.0,0.0533,3,0.06,0,0,3,0,0
CH04565,가수+댄스+음악,190000,131940000,131,4645,50,32.92,107.08,707.0,4,572342.84,750542.92,6147.52,183.66,572342.84,0.4053,3.253,0.0408,21.48,0.0,0,0.0,0,0,0,0,1
CH04566,BJ+연예인+인물,190000,139010000,1027,4373,50,36.57,140.98,928.0,7,5497.02,15623.58,39.74,15.06,6139.43,0.3907,3.855,0.0408,25.38,0.0267,2,0.04,2,0,0,0,0
CH04567,게임,190000,105590000,1522,4656,50,2.65,1.55,6.0,0,32264.18,14471.92,512.32,27.06,32264.18,0.7547,0.583,0.2041,2.26,0.0333,3,0.06,0,0,3,0,0
CH04568,(미분류),190000,123800000,654,4819,50,2.92,2.63,10.0,0,127899.08,150092.77,983.14,135.6,77681.72,0.7201,0.902,0.102,3.43,0.1933,12,0.24,0,0,12,0,0
CH04569,(미분류),190000,100250000,530,2140,50,3.12,6.59,46.0,1,47683.14,86419.38,304.68,14.2,28493.73,0.4546,2.11,0.0204,14.73,0.0,0,0.0,0,0,0,0,0
CH04570,(미분류),190000,102290000,1048,2820,50,0.94,0.84,3.0,0,39324.08,35070.73,363.14,73.58,44086.77,0.7529,0.843,0.0612,3.0,0.0333,4,0.08,0,0,4,0,0
CH04571,(미분류),190000,128280000,579,5293,50,6.27,6.08,25.0,0,439217.62,753587.57,4729.64,563.08,358599.18,0.6949,0.97,0.102,3.99,0.02,1,0.02,0,0,1,0,0
CH04572,(미분류),190000,105890000,442,1552,50,4.71,15.56,112.0,1,168679.4,322477.28,2021.3,89.02,181340.22,0.4101,3.3,0.0204,23.76,0.06,5,0.1,0,0,5,0,0
CH04574,미용+패션,190000,18640000,605,3911,50,1.71,5.04,31.0,1,3433.28,1515.81,25.26,2.36,4325.67,0.4147,2.939,0.0408,18.08,0.0,0,0.0,0,0,0,0,0
CH04576,게임,190000,172990000,4542,4543,50,4.51,9.15,47.0,2,19461.0,32390.71,292.08,22.1,14403.67,0.4406,2.029,0.0816,10.42,0.0,0,0.0,0,0,0,0,0
CH04578,(미분류),190000,71740000,763,3890,50,3.57,2.04,8.0,0,11659.6,12717.82,66.8,12.36,11659.6,0.7815,0.571,0.1224,2.24,0.0267,2,0.04,0,0,2,0,0
CH04580,(미분류),190000,36820000,204,1068,50,1.51,2.6,10.0,0,106141.92,179056.99,1834.2,106.12,254442.05,0.5437,1.719,0.1224,6.62,0.0,0,0.0,0,0,0,0,1
CH04581,(미분류),190000,70480000,178,1199,50,5.9,3.22,14.0,0,227697.12,124643.98,3156.64,293.66,227697.12,0.7866,0.546,0.1224,2.37,0.0133,1,0.02,0,0,1,0,0
CH04582,게임,190000,108450000,2397,4331,50,2.02,8.71,62.0,1,260.98,273.06,2.92,0.44,260.98,0.388,4.313,0.0204,30.69,0.0,0,0.0,0,0,0,0,0
CH04583,(미분류),190000,105450000,1900,4112,50,1.02,1.5,6.0,0,26621.54,11583.14,1119.64,15.08,26621.54,0.5953,1.475,0.0816,5.88,0.18,11,0.22,0,0,14,0,0
CH04584,게임,190000,114870000,6196,4963,50,7.02,17.77,109.0,2,1555.5,1048.23,43.58,12.88,1555.5,0.4293,2.532,0.0408,15.53,0.0,0,0.0,0,0,0,0,0
CH04585,TV+방송,190000,33290000,272,3174,50,6.59,3.9,14.0,0,115781.3,577301.03,459.1,40.26,119195.43,0.7529,0.592,0.2041,2.12,0.0,0,0.0,0,0,0,0,0
CH04587,(미분류),190000,11740000,2816,4591,50,0.04,0.2,1.0,0,3296.48,2969.12,160.14,7.1,3101.71,0.9052,0.198,0.0408,1.0,0.0533,4,0.08,4,0,0,0,0
CH04588,가수+댄스+음악,190000,90570000,217,2634,50,10.76,25.43,139.0,7,73386.0,332426.99,1234.58,138.42,188849.41,0.4302,2.365,0.0612,12.92,0.0,0,0.0,0,0,0,0,0
CH04589,(미분류),190000,3820000,323,2728,50,0.65,1.35,7.0,0,5311.18,5653.94,210.5,21.96,5324.52,0.5741,1.348,0.0816,7.0,0.02,1,0.02,0,0,0,1,0
CH04590,(미분류),190000,134070000,371,2403,50,4.08,3.53,13.0,0,16545.62,31495.85,94.34,1.4,4974.62,0.7323,0.864,0.102,3.18,0.0133,1,0.02,0,0,1,0,1
CH04591,(미분류),190000,11560000,94,2141,50,10.88,25.48,116.0,3,15353.62,26002.04,398.2,23.72,18817.18,0.4312,2.342,0.0612,10.66,0.0467,3,0.06,0,0,3,0,0
CH04592,(미분류),190000,219960000,594,1641,50,1.27,1.45,6.0,0,324256.14,1044513.45,5463.36,39.44,0.0,0.6462,1.149,0.1224,4.74,0.0333,3,0.06,0,0,3,0,1
CH04593,어린이+키즈,190000,149680000,884,2061,50,0.43,0.49,1.0,0,9803.6,6336.11,32.5,0.0,9431.21,0.8345,0.495,0.0,1.0,0.0,0,0.0,0,0,0,0,0
CH04595,(미분류),190000,111120000,406,2388,50,1.06,3.58,24.0,0,109249.14,140615.34,783.28,82.86,101262.61,0.4022,3.37,0.0408,22.62,0.0,0,0.0,0,0,0,0,0
CH04596,게임,190000,186290000,2405,4926,50,0.76,1.04,4.0,0,31216.5,25971.31,135.94,72.72,24405.81,0.692,1.041,0.0816,4.0,0.0533,3,0.06,0,1,2,0,0
CH04597,(미분류),190000,121690000,275,2645,50,7.2,13.12,64.0,3,84122.58,173220.73,462.66,76.74,25608.21,0.4846,1.822,0.0816,8.88,0.04,3,0.06,0,0,3,0,1
CH04599,(미분류),190000,75700000,487,2054,50,7.47,10.76,58.0,2,13828.74,19021.97,146.36,4.92,6012.12,0.5565,1.44,0.0408,7.77,0.0067,1,0.02,0,0,1,0,1
CH04602,(미분류),190000,41200000,253,2210,50,5.14,3.25,14.0,0,154528.76,204861.7,8149.46,320.28,160242.96,0.7757,0.632,0.102,2.72,0.0667,5,0.1,0,0,5,0,0
CH04604,(미분류),190000,251470000,503,527,50,1.9,2.08,9.0,0,25008.48,37552.41,2065.66,131.54,20788.3,0.6764,1.097,0.0408,4.74,0.0,0,0.0,0,0,0,0,0
CH04605,반려동물+애완,190000,124730000,738,3103,50,7.16,11.4,69.0,2,184136.12,345135.91,4960.4,83.32,129932.73,0.4912,1.591,0.0408,9.63,0.0133,1,0.02,0,0,1,0,1
CH04606,(미분류),190000,94230000,5270,4198,50,0.04,0.28,2.0,0,8373.04,17168.63,106.5,2.44,0.0,0.8837,0.283,0.0204,2.0,0.0133,1,0.02,0,0,1,0,0
CH04607,게임,190000,263460000,1623,2765,50,2.0,1.14,5.0,0,52537.8,30225.03,1278.64,102.82,52537.8,0.7692,0.571,0.1633,2.5,0.08,5,0.1,0,0,5,0,0
CH04608,가수+댄스+음악,190000,46880000,110,4511,50,33.37,56.83,243.0,15,379083.08,548086.06,13642.2,351.18,408609.93,0.532,1.703,0.102,7.28,0.0,0,0.0,0,0,0,0,1
CH04609,게임,190000,48980000,1490,3131,50,16.92,100.53,713.0,1,12034.2,8520.86,218.74,21.86,12034.2,0.3659,5.942,0.0204,42.14,0.08,4,0.08,0,0,4,0,1
CH04610,강의+교육,190000,28290000,462,3554,50,8.24,11.58,48.0,4,23040.44,24101.98,664.58,28.94,23040.44,0.5968,1.404,0.102,5.82,0.0,0,0.0,0,0,0,0,1
CH04612,(미분류),190000,56370000,195,2260,50,8.22,10.37,56.0,2,73219.88,130532.97,671.4,72.24,128701.64,0.5878,1.261,0.0816,6.81,0.0267,2,0.04,0,0,2,0,0
CH04613,(미분류),190000,41210000,356,2202,50,4.37,6.99,49.0,1,90635.76,212757.08,1244.78,88.7,47739.59,0.4861,1.602,0.0204,11.22,0.0133,1,0.02,0,0,1,0,0
CH04614,국내+여행+해외,190000,54110000,206,1108,50,3.8,3.09,17.0,0,115185.8,85362.05,3085.3,123.18,123839.09,0.7211,0.814,0.0408,4.48,0.0,0,0.0,0,0,0,0,0
CH04615,(미분류),190000,59810000,306,1326,50,2.96,1.28,7.0,0,145299.26,141306.31,3305.9,266.28,108012.18,0.8064,0.432,0.1429,2.37,0.0333,2,0.04,0,0,2,0,0
CH04616,(미분류),190000,51990000,205,790,50,0.51,0.64,2.0,0,176880.96,209512.84,3027.5,103.64,264509.0,0.7799,0.643,0.0816,2.0,0.0267,2,0.04,0,0,2,0,0
CH04617,(미분류),190000,189510000,641,5168,50,2.06,3.21,15.0,0,61934.96,138655.07,640.82,17.08,120011.57,0.5366,1.557,0.1224,7.28,0.0,0,0.0,0,0,0,0,0
CH04618,강의+교육,190000,20300000,821,5296,50,2.76,2.8,14.0,0,17167.34,51588.44,159.84,3.52,5609.53,0.67,1.017,0.0612,5.08,0.0333,2,0.04,0,0,2,0,0
CH04619,게임,190000,131450000,1608,3092,50,3.33,2.61,13.0,0,89687.76,39231.64,573.68,79.5,90369.47,0.7296,0.786,0.0816,3.91,0.0,0,0.0,0,0,0,0,0
CH04621,(미분류),190000,46360000,1808,4617,50,2.27,3.0,13.0,0,46303.52,212109.71,68.96,24.28,54353.43,0.6123,1.325,0.0816,5.74,0.0067,1,0.02,0,0,1,0,0
CH04622,(미분류),190000,42630000,899,2696,50,1.24,1.19,4.0,0,21524.08,22265.13,377.56,17.5,23351.95,0.7376,0.954,0.0408,3.21,0.0,0,0.0,0,0,0,0,0
CH04623,(미분류),190000,91850000,270,2069,50,1.33,0.59,3.0,0,167098.3,312395.26,1774.42,43.34,38699.29,0.8286,0.441,0.0612,2.26,0.0267,2,0.04,0,0,2,0,0
CH04624,어린이+키즈,190000,154500000,395,3903,50,3.86,2.29,7.0,0,18939.44,53844.51,6.94,0.0,18939.44,0.7772,0.593,0.1224,1.81,0.0,0,0.0,0,0,0,0,0
CH04625,(미분류),190000,49490000,294,2235,50,1.8,2.36,7.0,0,259706.46,642906.95,2578.62,100.32,289150.0,0.6417,1.312,0.1633,3.9,0.0933,3,0.06,0,4,1,0,0
CH04626,(미분류),190000,50470000,114,804,50,5.18,5.42,18.0,0,34362.96,85483.35,1753.06,80.96,22524.05,0.7004,1.045,0.102,3.47,0.0,0,0.0,0,0,0,0,0
CH04627,(미분류),190000,554700000,2382,5442,50,0.0,0.0,0.0,0,207534.96,261555.0,1041.6,61.24,117615.4,1.0,0.0,0.0,0.0,0.0667,4,0.08,0,1,3,0,0
CH04628,(미분류),190000,23360000,198,3942,50,67.04,353.55,2511.0,7,265810.68,382612.19,1267.23,351.41,271050.24,0.3736,5.274,0.0204,37.45,0.0,0,0.0,0,0,0,0,0
CH04630,라이프+취미,190000,81420000,409,4380,50,28.45,39.54,182.0,15,14339.86,13777.5,109.54,27.02,16493.97,0.5877,1.39,0.0816,6.4,0.0,0,0.0,0,0,0,0,0
CH04631,TV+방송,190000,106910000,214,5704,50,40.16,67.63,401.0,16,241827.06,530938.69,10732.06,150.1,384056.0,0.4623,1.684,0.0816,9.98,0.0,0,0.0,0,0,0,0,1
CH04632,TV+방송,190000,118500000,743,5113,50,10.22,21.4,122.0,7,48126.92,138181.51,1509.68,32.48,53895.98,0.4433,2.093,0.0612,11.93,0.0,0,0.0,0,0,0,0,0
CH04633,(미분류),190000,103600000,1805,2363,50,0.49,0.7,2.0,0,2073.54,2895.13,14.48,0.16,2073.54,0.7568,0.703,0.1224,2.0,0.0133,1,0.02,0,0,1,0,0
CH04634,(미분류),190000,48690000,262,1923,50,2.33,2.26,13.0,0,67602.98,95170.46,738.74,58.36,79339.23,0.6612,0.972,0.0612,5.59,0.0,0,0.0,0,0,0,0,0
CH04635,(미분류),190000,29850000,165,1808,50,10.39,9.42,33.0,3,114963.86,61198.28,2076.36,143.72,108466.82,0.7265,0.907,0.102,3.18,0.0,0,0.0,0,0,0,0,0
CH04636,반려동물+애완,200000,73540000,279,2862,50,34.06,93.16,551.0,6,329233.7,716013.45,6318.86,476.92,422124.91,0.4094,2.735,0.0816,16.18,0.0,0,0.0,0,0,0,0,0
CH04637,TV+방송,200000,104610000,309,3924,50,7.57,11.33,65.0,2,37690.38,31977.54,740.9,29.4,35394.68,0.5162,1.496,0.0816,8.58,0.02,2,0.04,0,0,2,0,0
CH04638,게임,200000,178910000,2629,4721,50,1.37,2.97,16.0,0,34110.54,83609.43,85.36,17.08,46240.96,0.4391,2.175,0.0612,11.7,0.0,0,0.0,0,0,0,0,0
CH04639,어린이+키즈,200000,159890000,1651,3950,50,2.29,2.26,10.0,0,16699.56,14869.1,139.14,17.34,14182.02,0.6816,0.988,0.102,4.38,0.0,0,0.0,0,0,0,0,0
CH04640,게임,200000,120930000,1754,4098,50,5.67,13.56,96.0,1,30525.78,19036.41,331.06,35.08,30525.78,0.4414,2.39,0.0204,16.92,0.0467,3,0.06,0,0,3,0,0
CH04641,게임,200000,153830000,2821,3485,50,3.61,4.64,20.0,0,240333.6,438605.04,2789.98,253.92,109019.9,0.6157,1.285,0.102,5.54,0.2533,16,0.32,0,0,17,0,0
CH04642,(미분류),200000,97690000,366,2742,50,6.94,2.13,14.0,0,113950.26,87847.04,1492.64,119.38,113950.26,0.8457,0.307,0.1224,2.02,0.0667,5,0.1,0,0,5,0,0
CH04643,TV+방송,200000,146090000,2535,3459,50,0.12,0.39,2.0,0,12843.3,3972.77,1555.74,61.0,12843.3,0.8304,0.385,0.102,2.0,0.06,4,0.08,2,0,2,0,1
CH04644,(미분류),200000,139290000,217,2988,50,14.47,4.84,24.0,0,216350.16,125257.16,2093.42,144.14,216350.16,0.8378,0.335,0.1224,1.66,0.0467,3,0.06,0,1,2,0,0
CH04645,(미분류),200000,238450000,259,2978,50,8.33,18.19,118.0,2,528881.7,538296.9,6474.62,413.44,279895.4,0.4448,2.185,0.0408,14.17,0.0133,1,0.02,0,0,1,0,0
CH04646,(미분류),200000,43670000,342,1449,50,3.47,21.73,154.0,1,81789.96,191819.32,5097.84,140.58,219436.78,0.3627,6.264,0.0204,44.39,0.0,0,0.0,0,0,0,0,1
CH04647,(미분류),200000,99580000,588,796,50,1.29,1.91,9.0,0,71384.16,114498.43,1001.22,48.0,87821.92,0.5565,1.482,0.102,7.0,0.0,0,0.0,0,0,0,0,0
CH04649,게임,200000,153370000,4560,3477,50,5.12,8.91,52.0,1,81035.28,63918.43,524.74,122.36,79627.06,0.4641,1.74,0.0612,10.15,0.04,3,0.06,0,0,2,1,0
CH04650,레시피+요리+음식,200000,61650000,694,4062,50,14.14,22.72,125.0,5,4583.12,19870.43,78.18,5.28,4443.0,0.5128,1.606,0.0408,8.84,0.0,0,0.0,0,0,0,0,0
CH04652,스포츠+운동,200000,85560000,737,4274,50,28.16,145.76,1035.0,3,134339.4,494395.17,655.81,55.69,16217.04,0.3748,5.176,0.0204,36.75,0.0933,9,0.18,0,0,9,0,1
CH04653,(미분류),200000,11970000,872,3040,50,0.73,0.53,2.0,0,2606.1,767.37,55.36,4.58,2606.1,0.8154,0.526,0.0408,2.0,0.0067,1,0.02,0,0,1,0,0
CH04654,(미분류),200000,65670000,384,4855,50,15.57,60.85,362.0,3,18562.68,31355.58,1117.24,53.28,40323.57,0.3896,3.907,0.0408,23.25,0.0,0,0.0,0,0,0,0,0
CH04655,(미분류),200000,183330000,930,3322,50,1.53,0.97,3.0,0,109804.68,197272.45,1846.38,60.28,52375.42,0.7018,0.634,0.3469,1.96,0.0133,1,0.02,0,0,1,0,0
CH04656,(미분류),200000,45980000,115,932,50,9.12,6.52,43.0,2,398024.2,420259.76,11203.62,1313.58,398024.2,0.7303,0.715,0.0408,4.71,0.0133,1,0.02,0,0,1,0,0
CH04657,(미분류),200000,486140000,158,4900,50,2.9,5.37,26.0,0,77760.26,87301.47,1464.12,97.92,142019.59,0.4741,1.851,0.102,8.97,0.0,0,0.0,0,0,0,0,0
CH04658,(미분류),200000,175670000,733,4255,50,4.37,4.19,18.0,0,8596.02,20696.14,90.32,44.92,15136.57,0.6926,0.959,0.102,4.12,0.02,1,0.02,0,0,1,0,0
CH04659,게임,200000,53770000,962,4200,50,3.49,1.9,11.0,0,74633.58,114012.54,1628.56,79.16,50669.57,0.7951,0.543,0.0816,3.15,0.0,0,0.0,0,0,0,0,0
CH04660,게임,200000,38580000,2747,5485,50,0.57,0.57,2.0,0,2275.76,327.28,40.6,8.74,2275.76,0.8059,0.571,0.0408,2.0,0.0,0,0.0,0,0,0,0,0
CH04661,TV+방송,200000,125010000,438,3042,50,2.78,5.38,22.0,0,36012.84,117445.78,179.66,14.34,5542.82,0.4927,1.937,0.1224,7.93,0.04,3,0.06,0,0,3,0,0
CH04662,(미분류),200000,106810000,194,2274,50,14.71,12.79,44.0,10,402037.66,2482128.46,6083.96,294.1,85965.74,0.7368,0.869,0.102,2.99,0.0333,3,0.06,0,0,3,0,0
CH04663,(미분류),200000,56530000,711,3800,50,2.14,1.6,7.0,0,22271.52,24436.46,320.48,9.76,22271.52,0.7539,0.748,0.0816,3.27,0.0,0,0.0,0,0,0,0,0
CH04665,(미분류),200000,25030000,140,891,50,0.69,1.23,5.0,0,60210.52,54474.18,479.42,29.9,63065.93,0.6362,1.232,0.102,5.0,0.0,0,0.0,0,0,0,0,0
CH04666,(미분류),200000,44880000,174,2002,50,5.14,6.12,35.0,1,199936.88,190670.54,2678.82,267.58,193564.57,0.6011,1.191,0.0612,6.81,0.0267,2,0.04,0,0,2,0,0
CH04667,(미분류),200000,73280000,1545,2544,50,0.59,0.92,6.0,0,10615.52,10540.23,0.0,9.34,10839.87,0.668,0.924,0.0204,6.0,0.0,0,0.0,0,0,0,0,0
CH04668,반려동물+애완,200000,81460000,819,3093,50,14.55,32.14,184.0,5,9442.08,7318.23,344.92,38.62,7730.41,0.4375,2.209,0.0612,12.65,0.0,0,0.0,0,0,0,0,0
CH04669,IT+기술+컴퓨터,200000,57340000,833,3473,50,3.1,1.67,9.0,0,31952.08,20456.4,515.32,171.41,31952.08,0.7822,0.538,0.1429,2.9,0.06,3,0.06,0,0,3,0,0
CH04670,BJ+연예인+인물,200000,25660000,287,3045,50,6.16,36.04,255.0,1,60779.92,210867.38,693.16,38.5,55507.0,0.3669,5.848,0.0204,41.37,0.0133,1,0.02,0,0,1,0,0
CH04671,게임,200000,154220000,935,3328,50,2.35,0.96,4.0,0,60169.58,23748.02,1302.56,98.64,60169.58,0.8243,0.409,0.102,1.7,0.0133,1,0.02,0,0,1,0,0
CH04672,게임,200000,24870000,160,3469,50,22.59,56.91,235.0,6,128461.16,142799.71,2838.54,582.08,128461.16,0.4176,2.519,0.0816,10.4,0.08,4,0.08,0,0,4,0,1
CH04674,(미분류),200000,49900000,173,4073,50,5.98,9.0,55.0,2,253270.66,667581.78,5353.0,372.36,252920.94,0.5103,1.505,0.0408,9.2,0.0133,1,0.02,0,0,1,0,1
CH04675,(미분류),200000,45390000,92,2474,50,7.98,8.24,31.0,1,691754.96,1055199.13,0.0,316.24,867478.0,0.684,1.033,0.1224,3.88,0.0267,2,0.04,0,0,2,0,0
CH04676,(미분류),200000,46720000,2216,4979,50,6.82,41.93,297.0,1,128782.56,331963.12,1866.08,186.22,529955.0,0.3638,6.152,0.0204,43.57,0.0,0,0.0,0,0,0,0,0
CH04677,BJ+연예인+인물,200000,108490000,1419,4295,50,1.45,1.55,6.0,0,56447.88,270453.18,837.02,128.28,7929.29,0.6659,1.072,0.1429,4.14,0.02,1,0.02,0,0,1,0,0
CH04678,(미분류),200000,171690000,5822,3479,50,0.02,0.14,1.0,0,8587.76,1648.34,705.6,63.68,8587.76,0.9319,0.141,0.0204,1.0,0.2,13,0.26,0,0,14,0,0
CH04679,TV+방송,200000,152010000,454,3175,50,38.35,105.78,513.0,8,15377.52,18380.75,198.06,26.02,17887.43,0.4147,2.759,0.0612,13.38,0.0,0,0.0,0,0,0,0,0
CH04680,게임,200000,53140000,674,3384,50,4.24,6.16,38.0,1,247396.62,752192.05,1913.44,109.24,153036.25,0.5216,1.452,0.0408,8.95,0.0,0,0.0,0,0,0,0,0
CH04681,국내+여행+해외,200000,2990000,87,2075,33,0.5,1.0,5.0,0,3938.09,3579.17,30.73,2.52,0.0,0.6835,1.0,0.0312,5.0,0.3636,18,0.5455,0,0,18,0,0
CH04682,(미분류),200000,14360000,191,5573,50,22.67,35.13,172.0,8,78899.4,210410.83,2214.78,252.3,83917.86,0.5467,1.549,0.0612,7.59,0.0,0,0.0,0,0,0,0,0
CH04686,(미분류),200000,56070000,283,1659,50,8.31,7.42,46.0,1,268127.58,448796.18,4784.8,856.02,278626.46,0.6733,0.893,0.0612,5.54,0.2,9,0.18,0,2,10,0,0
CH04688,(미분류),200000,30010000,111,2322,50,11.51,11.06,43.0,4,444490.1,698790.31,6950.1,954.32,354061.19,0.7095,0.961,0.0816,3.74,0.0,0,0.0,0,0,0,0,0
CH04689,(미분류),200000,224290000,786,996,50,0.71,0.67,2.0,0,10985.36,15881.74,75.88,4.4,10985.36,0.7627,0.67,0.1224,2.0,0.0,0,0.0,0,0,0,0,0
CH04690,게임,200000,187270000,1204,3667,50,11.22,31.94,182.0,2,50836.08,50170.19,666.46,188.2,50836.08,0.4178,2.845,0.0408,16.21,0.12,7,0.14,0,0,7,0,1
CH04691,미용+패션,200000,46720000,638,4151,50,2.86,4.3,25.0,0,23701.36,23360.01,434.16,35.34,25501.34,0.5232,1.503,0.0408,8.75,0.04,3,0.06,0,0,3,0,0
CH04692,TV+방송,200000,197680000,481,2778,50,6.08,6.25,37.0,1,33791.92,57562.24,189.38,13.32,38105.62,0.6462,1.028,0.0408,6.08,0.0,0,0.0,0,0,0,0,1
CH04693,(미분류),200000,37320000,1770,4975,50,4.39,7.92,43.0,1,6940.64,4807.49,0.0,69.2,4039.57,0.4656,1.804,0.0612,9.8,0.1333,9,0.18,9,0,1,0,0
CH04694,(미분류),200000,110510000,428,5093,50,3.47,2.77,9.0,0,136498.72,84035.58,5302.42,178.24,133969.31,0.7596,0.799,0.0612,2.59,0.0133,1,0.02,0,0,1,0,0
CH04695,(미분류),200000,130720000,176,3412,50,24.94,28.61,148.0,14,328053.64,279265.38,4205.96,218.32,337080.1,0.6306,1.147,0.0612,5.93,0.02,1,0.02,0,1,0,0,0
CH04696,게임,200000,123040000,701,3386,50,6.29,11.24,60.0,2,34524.92,32176.08,575.14,76.54,35145.92,0.4617,1.789,0.102,9.55,0.0933,6,0.12,0,0,5,1,0
CH04697,국내+여행+해외,200000,24000000,529,3760,50,9.96,5.69,27.0,0,19705.82,16338.47,848.74,34.72,19705.82,0.7753,0.572,0.1429,2.71,0.0267,3,0.06,0,0,3,0,0
CH04698,TV+방송,200000,44300000,132,4864,50,26.02,46.97,162.0,10,161504.52,577025.89,8995.82,591.66,206683.33,0.5432,1.805,0.1429,6.23,0.0,0,0.0,0,0,0,0,1
CH04699,(미분류),200000,23530000,807,2839,50,1.29,1.56,5.0,0,6561.76,16221.27,82.42,25.52,6551.0,0.6511,1.217,0.1633,3.89,0.3,13,0.26,0,1,15,0,0
CH04701,(미분류),200000,31580000,147,2683,50,7.12,8.22,41.0,2,151603.82,707559.34,5382.74,390.52,170839.91,0.6288,1.155,0.0816,5.76,0.0,0,0.0,0,0,0,0,1
CH04703,(미분류),200000,27970000,160,2478,50,6.63,8.73,56.0,1,35552.4,18744.37,129.76,12.06,0.0,0.542,1.316,0.0612,8.44,0.0,0,0.0,0,0,0,0,0
CH04704,(미분류),200000,35470000,176,2660,50,9.53,7.8,37.0,1,83163.44,106361.57,1869.08,49.22,102437.11,0.7191,0.819,0.102,3.88,0.0133,1,0.02,0,0,1,0,0
CH04705,(미분류),200000,111840000,1146,2380,50,0.33,0.87,4.0,0,20121.42,12374.46,111.12,7.24,34798.71,0.7148,0.866,0.0816,4.0,0.0,0,0.0,0,0,0,0,0
CH04707,(미분류),200000,73980000,966,4069,50,0.63,0.77,4.0,0,18416.98,14121.58,459.88,15.04,18416.98,0.7287,0.774,0.0816,4.0,0.0,0,0.0,0,0,0,0,0
CH04708,TV+방송,200000,12530000,468,2980,50,8.2,11.75,53.0,4,5556.96,7956.41,137.82,10.08,6331.93,0.5761,1.432,0.102,6.46,0.0,0,0.0,0,0,0,0,0
CH04709,(미분류),200000,18220000,220,4201,50,16.78,48.32,314.0,4,65635.48,87465.95,1605.04,82.5,66945.45,0.4166,2.88,0.0408,18.72,0.0,0,0.0,0,0,0,0,1
CH04712,레시피+요리+음식,200000,28730000,486,2292,50,5.1,4.46,21.0,0,6234.34,7940.77,253.48,19.96,6234.34,0.7104,0.874,0.0816,4.12,0.0,0,0.0,0,0,0,0,1
CH04713,스포츠+운동,200000,43770000,317,2094,50,5.14,3.25,14.0,0,19771.84,22766.15,232.8,14.58,22779.46,0.7698,0.631,0.1224,2.72,0.0,0,0.0,0,0,0,0,0
CH04714,게임,200000,224950000,1770,4458,50,0.67,0.98,4.0,0,290868.76,583033.16,3136.88,64.12,35032.77,0.6998,0.977,0.0816,4.0,0.02,1,0.02,0,0,1,0,0
CH04715,자동차,200000,197450000,2986,5415,50,0.35,0.48,1.0,0,25060.98,15720.63,264.1,59.44,24643.88,0.8388,0.476,0.0,1.0,0.0,0,0.0,0,0,0,0,0
CH04716,국내+여행+해외,200000,39690000,653,2699,50,9.06,15.18,78.0,3,36537.06,51160.06,576.92,92.54,37585.62,0.5083,1.675,0.0612,8.61,0.0,0,0.0,0,0,0,0,0
CH04717,반려동물+애완,200000,78400000,309,2573,50,22.45,42.86,187.0,7,40936.44,172179.45,1777.46,104.24,42484.53,0.4951,1.909,0.0816,8.33,0.0,0,0.0,0,0,0,0,0
CH04718,라이프+취미,200000,25630000,400,2736,50,4.2,2.34,11.0,0,34625.26,48751.88,1150.4,62.72,34734.57,0.7907,0.556,0.102,2.62,0.02,1,0.02,0,1,0,0,0
CH04719,BJ+연예인+인물,200000,548450000,2876,4740,50,1.61,2.25,11.0,0,180493.4,260889.6,1625.58,30.26,78860.2,0.569,1.394,0.102,6.82,0.0133,1,0.02,0,0,1,0,0
